verse,label
there’s no such thing as an old living person people from thousands of years ago perhaps are old if you’re alive you’re youn,1
offering a service is having a purpos,1
Halloween is the only day you’re not in a costum,1
This is not only the greatest animation achievement in history the subject matter is so relevant to the current state of the world,1
Every stage show I’ve ever worked on Every video not just Stronger every product even when I was i… https://t.co/ETKXItQd1s,1
Katsuhiro Otomo the creator of Akira This movie is my biggest creative inspiration https://t.co/mbOK9u8u23,1
https://t.co/pDbATQG7S,1
loved meeting with Jim Brown yesterday https://t.co/P7Eo6Tl6M,1
https://t.co/CmpnsRYim,1
Sarah Connor https://t.co/ZabSfQOOzZ,1
"https://t.co/48B0T5HeRk
When we work on our shoes apparel and accessories I just think ... If this thing w… https://t.co/Tg9l5XBRZk",1
creating a universal language is super fun,1
My friend Anthony Schiller pointed out that I didn’t mention Ernest Cline when I tweeted about Ready Player one. Er… https://t.co/YNMcwpzxx,1
700 V3 Mark Miner and the team killed it https://t.co/BX0LNgZ2KA,1
spend as much time outside as possible fresh air is healin,1
stay inspired,1
Steven Spielberg is a genius Let’s beat the game https://t.co/Y0Gh5PgWvF,1
2015 feels like just yesterday Adidas is a great partn,1
just on CNBC like... https://t.co/Te0LWUP3ub,1
have fun https://t.co/lyNGajMf8K,1
have fun https://t.co/AS2qH66hmG,1
shoes https://t.co/cP5tVyVDZU,1
Since I’ve been making sneakers I've always wanted as many people as possible to have them. On September 21 we're d… https://t.co/OUm9OofpVz,1
Steven Smith’s been reworking the bottom unit on the 451 I’m super excited about where he got it YEEZY 2019 https://t.co/xpSNq9DO6A,1
Sunday vibes https://t.co/ZV8DRPoAY,1
When you get the outerwear to match the hair https://t.co/Ed1UtEOp0F,1
😛🔥🔥🔥🔥 https://t.co/nE8nxJzo6p,1
Yeezy slides on vacay https://t.co/R819Sn9r3Z,1
deprogram,1
we’re no longer fighting for change we’re simply changing things,1
operation try love take someone you don’t like and say something you like about them out loud,1
no one is better than anyon,1
https://t.co/GMoi5FfJTp,1
RT @jimmykimmel: Not every question warrants an immediate answer. Some answers need to be considered and a talk show with time constraints…,1
https://t.co/bMPFb7hHOu https://t.co/KCrqySPImW,1
https://t.co/hMvsSTpGv0 @trvisXX,1
I was so happy when I saw Jimmy walk out in the Yeezys. That was an olive branch. He lead with love. I appreciate J… https://t.co/qXW40LTYOV,1
The question was so important I took time to think. And then I was hit with the let’s go to commercial break. That… https://t.co/aatyauwC3,1
On Jimmy Kimmel we had a great time having a dialogue. I’m reading that I was stumped by a question. Let me clarif… https://t.co/HWDutmAwjC,1
"RT @DJClarkKent: Sitting in the studio with my man @kanyewest and he said.. ""Clark, let that new ""XTCY""joint go!!! So.. ENJOY: NEW KANYE WE…",1
🔥🔥🔥 https://t.co/KDaogMENVW,1
🔥🔥🔥 https://t.co/qcPA5Pjhlj,1
Tadao Ando https://t.co/dpROMvnrCF,1
turn shame to p,1
I’m working on removing the word I ...correction we’re working on removing the word I,1
happy wife happy life https://t.co/hbtad8Y8zF,1
https://t.co/2H00wzVl87,1
RT @JimmyKimmelLive: Yeezus talks! @KanyeWest #Kimmel https://t.co/rzzMpYJwB,1
Thank you Tyler for existing https://t.co/JdfJ7BXHxZ,1
"🔥🔥🔥🔥Caiden Cop Shot The Kid
https://t.co/otyccZCACH",1
"🔥🔥🔥🔥🔥🔥 Caiden Cop Shot The Kid
https://t.co/otyccZCACH",1
"RT @jimmykimmel: On Thursday night, HURRICANE KANYE strikes @JimmyKimmelLive! @KanyeWes",1
You guys are so important and what you do is so special and inspiring to our planet Thank you for being so grea,1
Steve Jobs you are one of my biggest inspirations and your story spirit and drive helps to push me everyday co… https://t.co/0jt4pQQX0B,1
https://t.co/o4bETQsWzS https://t.co/SISKerTQcU,1
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/8o4x0LM0LQ,1
when speaking about sections of the company I like to use the word arms instead of divisions,1
inject a bit of love like it’s an IV drip,1
do things from love not ego and not prid,1
instead of saying I’m proud you can say I love this,1
replace pride with lov,1
Follow your heart and find your tribe. Your tribe are people with similar passions,1
you can love people that you don’t want to go to lunch with everyday,1
you can love everyone but everyone isn’t your trib,1
love everyon,1
love is infectious,1
love is generous,1
pride is one of the deadliest sins,1
pride is selfish,1
adding basketball https://t.co/S61SkXdY7A,1
https://t.co/dIna5bHUaA,1
"How to NOT kill yourself pt 1
Avoid being around people who make you want to kill yourself",1
"To make this clear and not weird
I’ve had these kinds of thoughts and I’m going to tell you things I’ve done to stay in a content plac",1
I saw the Alexander McQueen documentary and I connected with his journey. I know how it feels to want to take your… https://t.co/mg5ksSnsPL,1
trust your feelings don’t calculate your perception,1
"RT @RealCandaceO: “Great minds don’t think alike, they think for themselves” -Sakiyah",1
break the status qu,1
stop trying start doin,1
love everyon,1
I’m not taking no advice for the rest of my lif,1
I hate talking about things I’m supposed to talk abou,1
feeling super creativ,1
https://t.co/0OgWjcPGx9,1
https://t.co/JfRSaiMn4x,1
https://t.co/CeN22frAC,1
https://t.co/96h86L6cg1,1
"this is amazing @Project2one5 and @TEYANATAYLOR
We gotta send them some Yeezys though 🙌🙌🙌 https://t.co/c1yCTEm6q",1
"The universe is on our side, I’m so excited",1
It’s just another example of elitism and classism. If you read Prince or Michael’s Wikipedia their title is recor… https://t.co/ptly2xddYM,1
"Music is an art form. When reporters call me “the singer,” the rapper"" or even the ""pop star"" there’s an air of c… https://t.co/Ln86Dezxf8",1
I had a sinus headache on a flight once and I got a fucking cat scan after because it was so bad,1
Whenever you’re feeling down bored irritated or disgruntled just say… thank god I don’t have a sinus headache … the… https://t.co/ienbMvqPH6,1
need this rug https://t.co/GaFZE3Q0Ph,1
creatives need each oth,1
when in doubt... don’,1
wholesale is dangerous for creatives,1
Yeezy is an organization ran by the creative. The creative make the final decisions h,1
😳robots https://t.co/mgZRZWtLZp,1
🔥🔥🔥🔥🔥🔥🔥🔥🔥🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌 Thank to one of my biggest inspirations … always breaking barriers with independent thoug… https://t.co/0TqoT6jt0q,1
Chasing validation is like putting your soul in a plank position,1
"I used to spend every moment I had free at the Moss store
https://t.co/8Mo2AkKGVx",1
essentialism https://t.co/WLjXq5wsj1,1
https://t.co/DS6ntV4Yab,1
https://t.co/keACtfDvtD,1
https://t.co/hUzYzgu45U,1
https://t.co/GFmMQMI2rI,1
I love you brother congratulations https://t.co/bHZApDf3O,1
https://t.co/gy60h56Izv,1
the universe is on our side b,1
RT @TEYANATAYLOR: Teyana Taylor's album listening #KTSE https://t.co/WI9JxL0SVO,1
rest in peace 🙏🙏🙏 I never told you how much you inspired me when you were here thank you for existing https://t.co/QU7DR3Ghb,1
😍😍😍 https://t.co/lRkpsQ94iN,1
1...2...3...🔥🔥🔥🔥🔥 https://t.co/IPhCypJOhC,1
https://t.co/sxOn37QP0h,1
RT @Nas: My album release party tonight LIVE with @YouTubeMusic → https://t.co/KF1DIxFaw4 #NASIR,1
RT @Nas: The Kids Are Our Future. NASIR out everywhere tomorrow! Executive Produced by @kanyewest #NASIR https://t.co/gpRUBT7FPU,1
sometimes I have trouble saying no because I want to help everyon,1
this is new for me but it’s just how I feel now. I don’t know why. I thought my ego protected me from doubters so t… https://t.co/pC1d7C5UkK,1
This is new for me but it’s just how I feel now. I don’t know why. I thought my ego protected me from doubters so that I wouldn’t doubt myself but there has to be a better way to do this than becoming a crazed megalomaniac,1
Who or what is Kanye West with no ego? Just Y,1
I killed my ,1
your pride can be and will be used against you,1
be great without prid,1
give without prid,1
https://t.co/GBaHHmLIL3,1
"RT @s_lomba1: Thank you for #KidsSeeGhosts , @KidCudi and @kanyewest . Reborn’s meaning is as beautiful as the album artwork. Thanks a bunc…",1
"RT @LuisRagon7: ""Everybody want world peace, till your niece gets shot in the dome-piece, then you go and get your own piece, hoping it'll…",1
😢🙏🙏🙏🙏 https://t.co/0Z5HDZFnx4,1
RT @Bubbabue: @kanyewest Your album #ye is an inspiration. I can completely relate to every song. I’m going through my own issues right no…,1
RT @danicapelli: i remember tweeting about synchronicities but this whole era really takes the cake for me. this man call bipolar disorder…,1
https://t.co/ncdn4z8Zn,1
Leaders create leaders,1
https://t.co/PEeKDDUrS,1
Supermoon YEEZY desert rat campaign shot by Eli Linnetz 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1
https://t.co/ZZyma1RDd,1
https://t.co/D6ubUZF11,1
https://t.co/0rZFimqlOb,1
https://t.co/bgaE5M6Pq0,1
https://t.co/hbtCFijEV,1
https://t.co/lUYf1h5MB,1
https://t.co/MU16ssRl6E,1
https://t.co/N7RRqUiY0f,1
https://t.co/pPafVRL2a,1
https://t.co/v0dMpbHO4s,1
https://t.co/CLrZhCuPfV,1
https://t.co/ldZmPj3ZL5,1
https://t.co/elaym8M5nD,1
https://t.co/DxKBC17uLE,1
https://t.co/t92ZyCK5Jv,1
https://t.co/tElIvc7ujx,1
https://t.co/9v3l7dAo2k,1
https://t.co/9sp8bwb6K,1
https://t.co/VdJKyDmcVJ,1
https://t.co/ajULgsReU,1
https://t.co/tFwZXfZjH9,1
https://t.co/X4V2wyDhVq,1
https://t.co/onz2qOLATS,1
https://t.co/6bASsjft0,1
https://t.co/mrAGKDdx,1
https://t.co/3F7rlUTQzS,1
https://t.co/CJh6fxxT1W,1
https://t.co/ahgFhhq9QD,1
https://t.co/ZN5OHzjTsj,1
https://t.co/wIReZapSj,1
https://t.co/Qe113Iwx2N,1
https://t.co/0ZwE3jnBw4,1
https://t.co/x4q8U34qUS,1
freeeeeeeeeee https://t.co/ioKUaaVy2a,1
I be taking naps,1
Bloody Dior in Wyoming hoodie https://t.co/RkRAtb0BfL,1
https://t.co/V7ZeBuufOB,1
your guys writing and approach is so innovative … I love how you guys break the 4th wall… thank you for being innov… https://t.co/fkay133ewy,1
I love both Deadpool movies🔥🔥🔥🔥🔥🔥🔥🔥🔥… I heard tracks in it that sound similar to mine… bro I would have cleared my music for Deadpool …,1
Thank you to my wife for throwing me the most beautiful fun and intimate birthday party https://t.co/1ZR4DlCtMc,1
https://t.co/bw7xN9wl8g https://t.co/ri1kM8GUEh,1
Thank you to everyone who supported our 8th number 1 album 🙌🙌🙌🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 all love all great energy… https://t.co/AdUmHGnfd7,1
https://t.co/PsUa8R6g67,1
https://t.co/4wDx2pfz,1
😢 https://t.co/c5v5fuSBgz,1
https://t.co/fopemnwiMI,1
7 deadly sins https://t.co/YczOcBEMdY,1
We’re trying new ideas without the fear of not being perfect… It’s just a gut feeling sometimes… just making stuff with your friends…,1
We’re here creating in real time just having fun. I hear the albums blasting out of the cars when I walk down t… https://t.co/Btr6jZBeY,1
Just wanted to say I’m up in the morning working on the Nas album and I’m so humbled by all the love we’re getting… https://t.co/0KpWPPvzt0,1
😂 https://t.co/zD0cQryW3j,1
😂 https://t.co/0cbuZDQSuO,1
Download the @WAV_Media app https://t.co/HxSvFHiSrY to watch the livestream of the KIDS SEE GHOSTS listening party tonight @ 8pm PS,1
RT @tylerthecreator: see if i was tryna relate to more people i would say im struggling with loving myself because that seems like a common…,1
https://t.co/ssV4UeFpiL,1
"RT @CNN: BREAKING: Alice Marie Johnson has just been released from prison after Trump commuted her sentence. ""I'm just so thankful. I feel…",1
RT @mic: BREAKING: President Trump has granted clemency to #AliceMarieJohnson after meeting with @KimKardashian West to talk about her case…,1
RT @KimKardashian: BEST NEWS EVER!!!! 🙏🏼🙏🏼🙏🏼 https://t.co/JUbpbE1Bk0,1
"RT @KimKardashian: So grateful to @realDonaldTrump, Jared Kushner & to everyone who has showed compassion & contributed countless hours to…",1
RT @KimKardashian: I hope to continue this important work by working together with organizations who have been fighting this fight for much…,1
RT @KimKardashian: The phone call I just had with Alice will forever be one of my best memories. Telling her for the first time and hearing…,1
https://t.co/r2idQETRCQ,1
RT @KidCudi: KIDS SEE GHOSTS ALBUM ART https://t.co/MVt5vIzlA1,1
https://t.co/bYVgnuMASB,1
🙏🙏🙏 all love to her family https://t.co/p3cu3CUdw5,1
#1 in 83 countries 🙌🙌🙌 https://t.co/Z8FC9LPL7W,1
https://t.co/FQUdTnViNC,1
I feel so blessed. For everyone that didn't turn they back. I'm in tears right now. I love all of you https://t.co/8jwIALBsDu,1
😍😍😍 https://t.co/PfxbSlZTN,1
"For all my dogs that stayed down, we up again 🙌🙌🙌 https://t.co/HSSyZeTI30",1
https://t.co/mramWmhY1S,1
I’ve never been about beef    I’m about love    lines were crossed and it’s not good for anyone    so this is dead n,1
https://t.co/gtu95VUe64,1
https://t.co/ngNMZjM7tN,1
"https://t.co/SScskeUWQs
https://t.co/qMCfkQTjLy
https://t.co/pa0iHEIdZ",1
https://t.co/xYu7lH1rZ7,1
"Download the @WAV_Media app https://t.co/HxSvFHiSrY  to watch the livestream of my album listening tonight in Jackson Hole, Wyoming 7PM MD",1
"Download the @WAV_Media app https://t.co/HxSvFHiSrY  to watch the livestream of my album listening tonight in Jackson hole, Wyomin",1
https://t.co/3YFh8MIHIH,1
New Flacko 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/F3lAEVGX4A,1
https://t.co/QAZmYHt4eA,1
🔥🔥🔥 This is one of my favorite moments. https://t.co/LLhZlU7fAG,1
gratitude and happiness best describe what my wife means to me. I’m deeply grateful and purely happy 😊,1
Daytona is the first project out of Wyoming. I’m really proud of what we put together. We’ve spent a year and a… https://t.co/rnQ2uXTSeE,1
album 1 PUSHA T DAYTONA dropping 2mrw https://t.co/M1UPvax5fa,1
before Edward Bernays Americans purchased things based off needs There was a a time in the 20s when women did… https://t.co/FQMq29vChC,1
the century of self https://t.co/JVvJby2TFq It’s 4 hours long but you’ll get the gist in the first 20 minu… https://t.co/6h5mjB1qih,1
Google dopamin,1
there was a time when we completely operated without phones. We're addicted to our phones,1
Look at your phone as tool not an obligation. Would you walk around with a hammer in your pocket? You would p… https://t.co/U7lY1tRZXH,1
Google dopamin,1
the century of self https://t.co/JVvJby2TFq It’s 4 hours long but you’ll get the gist in the first 20 minutes Basically Sigmund Frued’s nephew Edward Bernays capitalized off of his uncle’s philosophies and created modern day consumerism,1
Amma Mata had given over 32 million hugs https://t.co/OBotiHWZUU,1
sometimes we all need hugs,1
Very cozy. Sleeping in the studio https://t.co/hZk0UEW81G,1
"🤣🤣🤣
https://t.co/I8lcHB8gxf",1
https://t.co/o5GyOkB2h,1
for anyone whose tried to text or call me in the past 2 weeks I got rid of that phone so I could focus on these albums,1
The United Nations introduced the Sustainable Development goals and platform in 2015 to transform the world by 2030 https://t.co/ufbZlURwPA,1
rules are structure for people who can’t carve their own path successfully,1
100% I love the way you think. I’ll reach out https://t.co/MVqBKd0vaM,1
approved 700 V2 color way Q4 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/IWAzItCnEK,1
https://t.co/eUnzwhr72z      This is the greatest news      This is my favorite show     I’ve seen every episode at least 5 times each,1
free thinking is a super p,1
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/yEYJP7qrvf,1
https://t.co/5Fe6LJqAQ,1
https://t.co/y2DHIlfl9Q,1
original 350 sample https://t.co/MVn5J579t8,1
It’s about the feeling first https://t.co/4x2wkCMidR,1
I’m hyper focused on the n,1
https://t.co/pRxvzbTu7c,1
Childish Gambino - This is America https://t.co/sknjKSgj8c,1
😂😂😂🔥🔥🔥 https://t.co/KmvxIwKkU6,1
we’re starting a Yeezy architecture arm called Yeezy home. We’re looking for architects and industrial designers wh… https://t.co/0DGrDZ9DEz,1
naps are awesom,1
All music coming out of Yeezy sound has to ride like the new Tesla Yeezy sound is Tesla rad,1
hologram https://t.co/yx0N61hrc,1
RT @MothershipSG: New type of display seen in Hong Kong https://t.co/cTP7Bf3kTy,1
I love the 700 V2s https://t.co/tVCUz4GZpL,1
take a walk outside. Fresh air is healin,1
"In a moment of inspiration, energy and excitement I had posted this sketch and would like to acknowledge the true c… https://t.co/e6rRdA9Ae4",1
Today I learned that a newly hired designer on the Yeezy team presented work that was not of their own. This person… https://t.co/56QUEjfpA7,1
enjoy the presen,1
if you’re in the way of your own life you’ll end up in the way of other people’s lives ,1
I can’t wait for electric planes. Elon please hurry up with the ⚡️ jets😭,1
I can still feel the lov,1
@yeezy https://t.co/hVoaVm3EUY,1
https://t.co/IxydIAseI0,1
https://t.co/5smCEzqTmA,1
https://t.co/d3FttWufBL,1
https://t.co/jZ62l9x8GV,1
https://t.co/jCkREE9Nz,1
https://t.co/MO7BYwIB0b,1
https://t.co/IeNUbKXIZH,1
https://t.co/cGFzbVSNS6,1
this is so helpful. I'm always a student. I'm learning about love https://t.co/IknblRx4Pk,1
most fear is learned,1
energy meeting. Beings from all different backgrounds https://t.co/iJteS5MMbY,1
https://t.co/oK90WQRSS,1
I freed a thousand slaves I could have freed a thousand more if only they knew they were slaves. - Harriet Tubman,1
"when the media masses and scholars talk about what started today. Here's a title ...
the overground hell road",1
in school we need to learn how magic Johnson built his business not always about the past. Matter fact I've never e… https://t.co/pbEjTJeCgR,1
once again I am being attacked for presenting new ideas,1
the reason why I brought up the 400 years point is because we can't be mentally imprisoned for another 400 years. We need free thought now. Even the statement was an example of free thought It was just an idea,1
we are programmed to always talk and fight race issues. We need to update our conversation,1
the universe has a plan. I knew that TMZ would be awesom,1
if this was 148 years ago I would have been more like Harriet or Na,1
they can no longer stop our voic,1
they hung the most powerful in order to force fear into the others,1
Kanye vs the media is modern day Willie Linch theory,1
They cut out our tongues so we couldn't communicate to each other. I will not allow my tongue to be cu,1
My point is for us to have stayed in that position even though the numbers were on our side means that we were mentally enslaved,1
to make myself clear. Of course I know that slaves did not get shackled and put on a boat by free ,1
we need to have open discussions and ideas on unsettled pain,1
https://t.co/sq66Kaz3yc,1
https://t.co/alJp679tHp,1
Thank you Shade room for the love https://t.co/kiclvIpFSS,1
we got love. Doing TMZ live with Harvey and Candace Owens https://t.co/yoZdHwpdis,1
https://t.co/Br5kIafXtG Charlamagne interview also on YouTub,1
https://t.co/V7ZeBuufOB Charlamagne interv,1
https://t.co/XcsH9IaJGc Charlamagne interv,1
Making of ye vs the people https://t.co/1xvft3175J,1
stop thinking about things for a long time without saying what you think,1
Eli with the drip https://t.co/FlNgliReGv,1
https://t.co/9YsMDpCvAY,1
this next text is not directly at Kweli. It just came to my phone at the same tim,1
https://t.co/HArXelN7AI,1
Open letter from Jan Adams    This is amazing. Thank you so much for this connection brother. I can't wait to sit w… https://t.co/ZRRDi0r8GY,1
we're starting WORLD LOVE 1 right now the opposite of a WORLD WAR,1
Through speech it may be saying simply the word love at the end of a phone call or just saying much lov,1
"I feel it was heavy handed for me to tell people to tell people ""I love you"" I would ask that we show love how eve… https://t.co/3HX9nQOMzu",1
We are all great artists. I said something ego driven in the Charlamagne interview that I'd like to update. I said… https://t.co/vOcA8SE8du,1
https://t.co/sIVjyPJslJ,1
Adi Shankar   We got love https://t.co/dyJyLRF79,1
https://t.co/KTgTcvfsAC,1
love is infin,1
infinite possibilities https://t.co/SogcrHMmx3,1
https://t.co/kuyAZxv85h,1
https://t.co/DMqCuG5DP8,1
Axel Vervoordt the glob,1
Candace Owens wrote this at the Office yesterday https://t.co/3utFm74k75,1
https://t.co/HrkNlEAxMc,1
we’re opening up the conversation to the psychologists sociologists and philosophers of the world and we're moving… https://t.co/AifFGXQd7f,1
"Yeezy is also food shelter communication education and now a VC
we've invested in 3 companies since last week",1
There has never been a Disney or Apple of apparel and now there is. We are hiring the greatest technical and indust… https://t.co/ybClLIhfeH,1
"🔥🔥🔥
this is where a YEEZY study for base layer starts. I'm so excited about our new design team. Yeezy is no longer… https://t.co/dKOcgLFGOE",1
https://t.co/U8liXcKPpL,1
🔥🔥🔥😊😊😊 just great energy bro 🐉 https://t.co/QYLzHkCLH,1
Try to avoid repetition do meetings in different places and at different times than the normal break the norma,1
https://t.co/NmkDiG5IbM,1
https://t.co/CeVEZmJBHb,1
we got love https://t.co/uTJpW9ddkX,1
we got love https://t.co/MQETaIchBf,1
https://t.co/JAw0pMKGqb,1
https://t.co/R1BecN4mMf,1
I'm at Sci-arc and just learned about desalination Looking at a project by Ashley Morgan Hastings But I can't t… https://t.co/jXpDbJj9GE,1
There's a silent majority of people that have been silenced for too lon,1
we're being starved and anyone who starts asking unpopular questions gets demonized. Only free thinkers can change the world,1
we’re in this so-called information age but we're starving for wisdom,1
we're dying to be ourselves,1
Or we’re dying because we've lost our inner child,1
or at least we're dying to be kids,1
We’re all kids,1
What would you do today if you are not afraid of the consequences of failure?,1
what makes kids so important to learn from psychologically is that they are not afraid to fa,1
Art is the escape hatch from oppression,1
Art is the threat to authority,1
energy is contagious,1
We can shape our future. I'm an optimist at my core. I know there will be harmony,1
Remove worry,1
Happy birthday Trav https://t.co/Jdo82LtW7a,1
RT @alialexanderorg: Weigh the argument against LOVE. Kanye sees this and as a Lincoln-Douglas Debater so does @ali. It is about the value…,1
RT @alialexanderorg: .@Ali warned conservatives and republicans: let @KanyeWest be #KanyeWest. https://t.co/fVxOa6PpuJ,1
"https://t.co/szDOyewQLK    
I'm posting this but not as a diss to J Cole. I love J Cole. I also love where Purp took his f",1
inspired by Emma https://t.co/TiZMthLK92,1
my hero Emma Gonzalez https://t.co/aSdFmraenU,1
Mood board https://t.co/huJXClpqtq,1
f the world changed to love the world 🗺 https://t.co/BtqdEghrLf,1
today is the best day ever and tomorrow's going to be even b,1
ye vs the people @  https://t.co/shjFIROujA https://t.co/8f8WZpO8WH,1
Trust your feelings. Stop thinking so much,1
lift yourself https://t.co/ggVztSeZeO,1
I've got a new challenge for everyone today. Pick somebody that you had an argument with that you think you hate ma… https://t.co/iIBFga66W3,1
https://t.co/qkvKK6A3Mm,1
https://t.co/QY2v1OgblE,1
Lead with love https://t.co/tj2a9LFYKZ,1
We got love. Agree to disagree https://t.co/kaTcPYH0zL,1
Lift Yourself  https://t.co/shjFIROujA,1
🐉🔮🌫🌬,1
"I'm going to drop a song with a verse that will bring Ebro the closure he's been seeking
The bars 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/QucTixF8g6",1
I haven't done enough research on conservatives to call myself or be called one. I'm just refusing to be enslaved by monolithic though,1
https://t.co/CBfSpDahC,1
https://t.co/ayEL4Fkftq,1
https://t.co/7PlBuFVc6G,1
https://t.co/Sd8YC2ZAcf,1
https://t.co/ZxLgpv8s19,1
https://t.co/5CE8Nmo7z9,1
https://t.co/86zXN9v580,1
https://t.co/BmbKLap9cy,1
https://t.co/rfoaaN0mm,1
https://t.co/YIAyJvwtfx,1
https://t.co/tkJn2NvHSj,1
https://t.co/wQJo53QO4G,1
https://t.co/Szs0DASi52,1
https://t.co/X7glcr2ois,1
Artist transform tragedy into beauty,1
spread love. Put more love into the univers,1
we are more worried about what we can lose than what we f,1
it's really cool to say I hate you. But it's not cool to say I love you. Love has a stigma,1
"Instead of doing what you feel
you just do what other people think you should d",1
Your conscience should allow a physical manifestation of your subconscious but right now most peoples conscious is… https://t.co/MpCqvUdK9E,1
https://t.co/4G1jCIMtbM,1
https://t.co/OfOiRcAKYu,1
https://t.co/I8XYjhwh3n,1
https://t.co/O7eZVaHZUH,1
https://t.co/iiBRibK2iV,1
https://t.co/iuubn9O1yI,1
https://t.co/G515Z1JywY,1
https://t.co/IKjKbeBTu,1
https://t.co/v13ATNczj,1
https://t.co/hxavRIJ3oX,1
try telling people you love them it actually feels weird at first. We're really good at hating each other. We have… https://t.co/bqNmzbhH1,1
the concept of loving people has a stigma,1
my friend said he texted all his friends this morning and said I love you,1
John Legend new single on line now 😂,1
This is year one. We can't ad empathy to MAGA by hating. We can only ad empathy with love and time and truly hearing all sides,1
I really appreciate this dialogue with John Legend because I'm actually very empathetic. Im still the kid from the… https://t.co/ybUZfYAFBR,1
https://t.co/zxcloMEj9I,1
if you feel something don't let peer pressure manipulate you,1
I tweeted the John text to show that there are people around me that disagree with me and voice their opinion. I re… https://t.co/TRiNcu5i3f,1
https://t.co/L9a7OeywJ6,1
People usually don't agree with people who don't agree with them,1
https://t.co/D4AqbseBRp,1
The world is our family,1
just think of someone you hate and try saying even to yourself that you love that person,1
Though hate is a similar emotion to love. Hate is not the answer. Love is,1
that's the last tweet of the day. I did that one for my god-brother Puff. Now ima go watch the Cavs,1
159 employees to go https://t.co/a0KEeWML,1
https://t.co/tB8SlAjIfV,1
2 of my favorite peop,1
caption this photo https://t.co/XjesMH9LMd,1
can't wait to meet https://t.co/i7ixzuFpZC,1
Obama was in office for eight years and nothing in Chicago changed,1
Claudio will be awesome when me and Chance build new homes in Chica,1
Claudio Silverstein is a free think,1
Love is the most powerful force in the univers,1
let's move in love not fea,1
https://t.co/WMufnBTw8q,1
https://t.co/qjjqHjTpNN,1
me hero https://t.co/IGdq4hInRz,1
And any fan of me wants Ye to be Ye even when they don't agree because I represent the fact that they can be themse… https://t.co/uxw3cXH2GU,1
"whenever someone mentions the word ""fan"" to me it's super manipulative. It's like ""don't do or say this because of… https://t.co/89qWyRvoGh",1
I want to see a tour with Nikki Minaj and Cardi B,1
I'd like to meet with Tim Cook. I got some ideas,1
I feel calm but energized https://t.co/kMmtoUU7Ty,1
need Hype Williams for Nas mov,1
https://t.co/DXh6H4qkKR,1
I'm sitting with Lucian discussing the future of the music industry. Lets bring in David Joseph and Frank Bridgman and Olivier Nuss,1
I'd like Scooter Braun to be a part of this new platform we're creating. Scooter is a genius. He's more than a man… https://t.co/9DYEiMwxcy,1
https://t.co/YyUw0mCKov,1
https://t.co/KzyHlDay,1
I'm so happy to hear that Peter Thiel would like to take a meeting. I feel very optimistic about the futu,1
my MAGA hat is signed 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/DrDHJybS8V,1
we got love https://t.co/Edk0WGscp6,1
I need to meet with Larry from ,1
Google supports YEEZY in ending violence in Chicago to start with,1
we'd be a strategic investor. Not just a VC,1
I'm 40 years old and I'm just now becoming my parents child,1
I’m nice at ping pon,1
Kids See Ghost short film will be shot by Dexter Navy,1
my wife just called me and she wanted me to make this clear to everyone. I don't agree with everything Trump does.… https://t.co/CuUkTnXRYG,1
Yeezy VC invests in and develops food clothing shelter and communications,1
burn that excel spread sheet 🔥😂,1
decentraliz,1
fear takes strategy Unlearn linear thinking Hit you with these zig zag thoughts,1
no race religion region or political party can argue with the power of lov,1
When my daughter acts out she actually says afterwards I just want to hear you say I love you m,1
"I said express love more because we have love but we don't express it. My friend Tmills will always say ""I love yo… https://t.co/tgFiUU8ptA",1
with love I am invincible. Truth is subjective but love is the most powerful force in the world and the world needs to express more of ,1
with love I am invisible. Truth is subjective but love is the most powerful force in the world and the world needs to express more of ,1
And also I'm all the way out the sunken place. And I'm not scared anymore. I'm not scared of the media. I'm not sca… https://t.co/myRrSGkQL6,1
"I love when people have their own ideas. You don't have to be allowed anymore. Just be.
Love who you want to love… https://t.co/g8brHi6tkX",1
If your friend jumps off the bridge you don't have to do the same. Ye being Ye is a fight for you to be you. For pe… https://t.co/jEtRk4Z9sC,1
You don't have to agree with trump but the mob can't make me not love him. We are both dragon energy. He is my brot… https://t.co/jy5FzoNY,1
Free thinkers don't fear retaliation for your thoughts. The traditional thinkers are only using thoughts and words… https://t.co/ShRW1lE3sA,1
Rocky we gotta release our songs ASA,1
I'm turn the Grammys into the Yammys,1
